	time (s)	Channel 1 (V)	Channel 2 (V)
0	-0.00033	0.80659712	0.8515368
1	-0.0003298	0.79399404	0.8515368
2	-0.0003296	0.79399404	0.8515368
3	-0.0003294	0.79399404	0.84151872
4	-0.0003292	0.80659712	0.8515368
5	-0.000329	0.79399404	0.84151872
6	-0.0003288	0.78139096	0.8515368
7	-0.0003286	0.78139096	0.86155488
8	-0.0003284	0.79399404	0.8515368
9	-0.0003282	0.76878788	0.84151872
10	-0.000328	0.76878788	0.8515368
11	-0.0003278	0.76878788	0.8515368
12	-0.0003276	0.76878788	0.8515368
13	-0.0003274	0.7561848	0.8515368
14	-0.0003272	0.7561848	0.84151872
15	-0.000327	0.76878788	0.8515368
16	-0.0003268	0.7561848	0.8515368
17	-0.0003266	0.74358172	0.84151872
18	-0.0003264	0.74358172	0.84151872
19	-0.0003262	0.7309786399999999	0.84151872
20	-0.000326	0.7309786399999999	0.84151872
21	-0.0003258	0.74358172	0.83150064
22	-0.0003256	0.74358172	0.84151872
23	-0.0003254	0.7183755599999999	0.83150064
24	-0.0003252	0.7183755599999999	0.84151872
25	-0.000325	0.7309786399999999	0.84151872
26	-0.0003248	0.7183755599999999	0.83150064
27	-0.0003246	0.7057724799999999	0.83150064
28	-0.0003244	0.7057724799999999	0.83150064
29	-0.0003242	0.7057724799999999	0.8214825600000001
30	-0.000324	0.6931693999999999	0.8214825600000001
31	-0.0003238	0.6931693999999999	0.84151872
32	-0.0003236	0.6931693999999999	0.83150064
33	-0.0003234	0.68056632	0.8214825600000001
34	-0.0003232	0.68056632	0.83150064
35	-0.000323	0.68056632	0.83150064
36	-0.0003228	0.66796324	0.83150064
37	-0.0003226	0.66796324	0.8214825600000001
38	-0.0003224	0.65536016	0.8214825600000001
39	-0.0003222	0.65536016	0.8214825600000001
40	-0.000322	0.65536016	0.81146448
41	-0.0003218	0.65536016	0.8214825600000001
42	-0.0003216	0.64275708	0.8214825600000001
43	-0.0003214	0.64275708	0.81146448
44	-0.0003212	0.64275708	0.81146448
45	-0.000321	0.64275708	0.8014464
46	-0.0003208	0.630154	0.81146448
47	-0.0003206	0.630154	0.81146448
48	-0.0003204	0.61755092	0.8014464
49	-0.0003202	0.6049478399999999	0.81146448
50	-0.00031999999999999997	0.6049478399999999	0.7914283200000001
51	-0.0003198	0.5923447599999999	0.8014464
52	-0.0003196	0.6049478399999999	0.8014464
53	-0.0003194	0.5923447599999999	0.7914283200000001
54	-0.0003192	0.5797416799999999	0.8014464
55	-0.000319	0.5923447599999999	0.7914283200000001
56	-0.0003188	0.5671385999999999	0.78141024
57	-0.0003186	0.5671385999999999	0.7914283200000001
58	-0.0003184	0.5671385999999999	0.7914283200000001
59	-0.0003182	0.5671385999999999	0.7914283200000001
60	-0.000318	0.5671385999999999	0.7914283200000001
61	-0.00031779999999999997	0.55453552	0.78141024
62	-0.0003176	0.55453552	0.78141024
63	-0.0003174	0.54193244	0.78141024
64	-0.0003172	0.55453552	0.77139216
65	-0.000317	0.55453552	0.78141024
66	-0.0003168	0.54193244	0.7613740800000001
67	-0.0003166	0.52932936	0.77139216
68	-0.0003164	0.51672628	0.77139216
69	-0.0003162	0.5041232	0.77139216
70	-0.000316	0.51672628	0.751356
71	-0.0003158	0.51672628	0.7613740800000001
72	-0.0003156	0.5041232	0.7613740800000001
73	-0.0003154	0.5041232	0.7613740800000001
74	-0.0003152	0.5041232	0.74133792
75	-0.000315	0.49152011999999995	0.751356
76	-0.0003148	0.49152011999999995	0.74133792
77	-0.0003146	0.47891703999999996	0.751356
78	-0.0003144	0.47891703999999996	0.74133792
79	-0.0003142	0.46631395999999997	0.73131984
80	-0.000314	0.46631395999999997	0.73131984
81	-0.0003138	0.46631395999999997	0.73131984
82	-0.0003136	0.46631395999999997	0.73131984
83	-0.0003134	0.4411078	0.73131984
84	-0.0003132	0.4411078	0.73131984
85	-0.000313	0.45371088	0.73131984
86	-0.0003128	0.42850471999999995	0.72130176
87	-0.0003126	0.42850471999999995	0.71128368
88	-0.0003124	0.41590163999999996	0.71128368
89	-0.0003122	0.41590163999999996	0.71128368
90	-0.000312	0.41590163999999996	0.7012656
91	-0.0003118	0.41590163999999996	0.7012656
92	-0.0003116	0.40329856	0.69124752
93	-0.0003114	0.39069548	0.69124752
94	-0.0003112	0.39069548	0.7012656
95	-0.000311	0.39069548	0.69124752
96	-0.0003108	0.39069548	0.69124752
97	-0.0003106	0.3780924	0.69124752
98	-0.0003104	0.36548931999999995	0.6812294400000001
99	-0.0003102	0.36548931999999995	0.67121136
100	-0.00031	0.35288623999999996	0.6812294400000001
101	-0.0003098	0.35288623999999996	0.67121136
102	-0.0003096	0.35288623999999996	0.67121136
103	-0.0003094	0.34028316	0.67121136
104	-0.0003092	0.34028316	0.66119328
105	-0.000309	0.315077	0.66119328
106	-0.0003088	0.315077	0.66119328
107	-0.0003086	0.315077	0.6511752000000001
108	-0.0003084	0.315077	0.6511752000000001
109	-0.0003082	0.30247391999999995	0.6511752000000001
110	-0.000308	0.30247391999999995	0.6511752000000001
111	-0.0003078	0.30247391999999995	0.6511752000000001
112	-0.0003076	0.28987083999999996	0.64115712
113	-0.0003074	0.28987083999999996	0.64115712
114	-0.0003072	0.28987083999999996	0.63113904
115	-0.000307	0.26466468	0.63113904
116	-0.0003068	0.26466468	0.63113904
117	-0.00030659999999999997	0.27726776	0.62112096
118	-0.0003064	0.26466468	0.62112096
119	-0.0003062	0.2520616	0.61110288
120	-0.000306	0.23945851999999998	0.61110288
121	-0.0003058	0.23945851999999998	0.6010848
122	-0.0003056	0.22685544	0.6010848
123	-0.0003054	0.21425235999999998	0.6010848
124	-0.0003052	0.22685544	0.61110288
125	-0.000305	0.21425235999999998	0.6010848
126	-0.0003048	0.20164928	0.6010848
127	-0.0003046	0.20164928	0.59106672
128	-0.0003044	0.21425235999999998	0.58104864
129	-0.0003042	0.1890462	0.58104864
130	-0.000304	0.1890462	0.59106672
131	-0.0003038	0.17644311999999998	0.5710305600000001
132	-0.0003036	0.17644311999999998	0.56101248
133	-0.0003034	0.16384004	0.56101248
134	-0.0003032	0.16384004	0.56101248
135	-0.000303	0.16384004	0.56101248
136	-0.0003028	0.15123695999999998	0.5509944
137	-0.0003026	0.13863388	0.5509944
138	-0.0003024	0.15123695999999998	0.5509944
139	-0.0003022	0.13863388	0.5509944
140	-0.000302	0.13863388	0.5409763200000001
141	-0.0003018	0.1260308	0.5409763200000001
142	-0.0003016	0.11342772	0.53095824
143	-0.0003014	0.1260308	0.52094016
144	-0.0003012	0.11342772	0.52094016
145	-0.000301	0.10082464	0.52094016
146	-0.0003008	0.10082464	0.52094016
147	-0.0003006	0.08822155999999999	0.5109220800000001
148	-0.0003004	0.08822155999999999	0.500904
149	-0.0003002	0.07561847999999999	0.500904
150	-0.00030000000000000003	0.0630154	0.500904
151	-0.0002998	0.07561847999999999	0.49088592000000003
152	-0.0002996	0.0630154	0.48086784000000005
153	-0.0002994	0.0630154	0.49088592000000003
154	-0.0002992	0.05041232	0.49088592000000003
155	-0.000299	0.037809239999999994	0.48086784000000005
156	-0.0002988	0.037809239999999994	0.47084976
157	-0.0002986	0.037809239999999994	0.47084976
158	-0.0002984	0.02520616	0.46083168
159	-0.0002982	0.01260308	0.46083168
160	-0.000298	0.01260308	0.45081360000000004
161	-0.0002978	0.0	0.45081360000000004
162	-0.00029759999999999997	0.0	0.46083168
163	-0.0002974	0.0	0.45081360000000004
164	-0.0002972	-0.01260308	0.44079552
165	-0.000297	-0.02520616	0.43077744
166	-0.0002968	-0.02520616	0.42075936
167	-0.0002966	-0.02520616	0.42075936
168	-0.0002964	-0.037809239999999994	0.42075936
169	-0.0002962	-0.037809239999999994	0.41074128000000004
170	-0.000296	-0.037809239999999994	0.41074128000000004
171	-0.0002958	-0.05041232	0.41074128000000004
172	-0.00029560000000000003	-0.0630154	0.41074128000000004
173	-0.0002954	-0.0630154	0.39070512
174	-0.0002952	-0.07561847999999999	0.4007232
175	-0.000295	-0.07561847999999999	0.39070512
176	-0.0002948	-0.07561847999999999	0.39070512
177	-0.0002946	-0.08822155999999999	0.37066896
178	-0.0002944	-0.10082464	0.37066896
179	-0.0002942	-0.10082464	0.37066896
180	-0.000294	-0.11342772	0.37066896
181	-0.0002938	-0.11342772	0.36065088
182	-0.0002936	-0.11342772	0.36065088
183	-0.0002934	-0.1260308	0.3506328
184	-0.00029319999999999997	-0.1260308	0.36065088
185	-0.000293	-0.1260308	0.3506328
186	-0.0002928	-0.15123695999999998	0.34061472000000004
187	-0.0002926	-0.13863388	0.34061472000000004
188	-0.0002924	-0.15123695999999998	0.33059664
189	-0.0002922	-0.16384004	0.33059664
190	-0.000292	-0.17644311999999998	0.32057856
191	-0.0002918	-0.17644311999999998	0.32057856
192	-0.0002916	-0.16384004	0.31056048
193	-0.0002914	-0.17644311999999998	0.31056048
194	-0.0002912	-0.1890462	0.3005424
195	-0.000291	-0.1890462	0.29052432
196	-0.0002908	-0.20164928	0.29052432
197	-0.0002906	-0.20164928	0.29052432
198	-0.0002904	-0.20164928	0.28050624
199	-0.0002902	-0.21425235999999998	0.28050624
200	-0.00029	-0.22685544	0.28050624
201	-0.0002898	-0.22685544	0.27048816000000003
202	-0.0002896	-0.22685544	0.27048816000000003
203	-0.0002894	-0.2520616	0.26047008
204	-0.0002892	-0.2520616	0.26047008
205	-0.000289	-0.2520616	0.250452
206	-0.00028879999999999997	-0.2520616	0.250452
207	-0.0002886	-0.26466468	0.23041584
208	-0.0002884	-0.27726776	0.23041584
209	-0.0002882	-0.26466468	0.23041584
210	-0.000288	-0.26466468	0.22039776
211	-0.0002878	-0.28987083999999996	0.22039776
212	-0.0002876	-0.28987083999999996	0.22039776
213	-0.0002874	-0.28987083999999996	0.21037968
214	-0.0002872	-0.30247391999999995	0.2003616
215	-0.000287	-0.30247391999999995	0.2003616
216	-0.0002868	-0.315077	0.2003616
217	-0.00028660000000000003	-0.315077	0.2003616
218	-0.0002864	-0.32768008	0.18032544
219	-0.0002862	-0.32768008	0.18032544
220	-0.000286	-0.32768008	0.17030736000000002
221	-0.0002858	-0.35288623999999996	0.18032544
222	-0.0002856	-0.34028316	0.16028928
223	-0.0002854	-0.34028316	0.16028928
224	-0.0002852	-0.36548931999999995	0.1502712
225	-0.000285	-0.36548931999999995	0.1502712
226	-0.0002848	-0.36548931999999995	0.14025312
227	-0.0002846	-0.36548931999999995	0.14025312
