	time (s)	Channel 1 (V)	Channel 2 (V)
0	-9e-05	-0.8795024	-0.8305044
1	-8.996e-05	-0.89206672	-0.8305044
2	-8.992e-05	-0.86693808	-0.8305044
3	-8.988e-05	-0.8795024	-0.8305044
4	-8.984000000000001e-05	-0.85437376	-0.817921
5	-8.98e-05	-0.85437376	-0.817921
6	-8.976000000000001e-05	-0.85437376	-0.817921
7	-8.972e-05	-0.85437376	-0.817921
8	-8.968000000000001e-05	-0.86693808	-0.8053376
9	-8.964e-05	-0.86693808	-0.8053376
10	-8.960000000000001e-05	-0.85437376	-0.8053376
11	-8.956e-05	-0.84180944	-0.8053376
12	-8.952000000000001e-05	-0.84180944	-0.7927542
13	-8.948e-05	-0.85437376	-0.7927542
14	-8.944000000000001e-05	-0.8292451200000001	-0.7927542
15	-8.94e-05	-0.8292451200000001	-0.7927542
16	-8.936000000000001e-05	-0.8166808	-0.7801707999999999
17	-8.932e-05	-0.8166808	-0.7927542
18	-8.928e-05	-0.8166808	-0.7801707999999999
19	-8.924e-05	-0.8166808	-0.7675874
20	-8.92e-05	-0.8166808	-0.7801707999999999
21	-8.916000000000001e-05	-0.80411648	-0.7675874
22	-8.912e-05	-0.80411648	-0.7801707999999999
23	-8.908000000000001e-05	-0.80411648	-0.7675874
24	-8.904e-05	-0.80411648	-0.755004
25	-8.900000000000001e-05	-0.7915521600000001	-0.7424206
26	-8.896e-05	-0.80411648	-0.755004
27	-8.892000000000001e-05	-0.7915521600000001	-0.7424206
28	-8.888e-05	-0.7915521600000001	-0.7424206
29	-8.884000000000001e-05	-0.77898784	-0.7424206
30	-8.88e-05	-0.7915521600000001	-0.7298372
31	-8.876000000000001e-05	-0.77898784	-0.7298372
32	-8.872e-05	-0.76642352	-0.7298372
33	-8.868000000000001e-05	-0.76642352	-0.7172537999999999
34	-8.864e-05	-0.76642352	-0.7172537999999999
35	-8.860000000000001e-05	-0.7538592000000001	-0.7172537999999999
36	-8.856e-05	-0.7538592000000001	-0.7046704
37	-8.852e-05	-0.72873056	-0.7172537999999999
38	-8.848e-05	-0.74129488	-0.7046704
39	-8.844e-05	-0.7538592000000001	-0.7046704
40	-8.840000000000001e-05	-0.72873056	-0.7046704
41	-8.836e-05	-0.74129488	-0.7046704
42	-8.832000000000001e-05	-0.72873056	-0.6795036
43	-8.828e-05	-0.72873056	-0.692087
44	-8.824000000000001e-05	-0.7161662400000001	-0.6795036
45	-8.82e-05	-0.7161662400000001	-0.6669202
46	-8.816000000000001e-05	-0.7161662400000001	-0.6669202
47	-8.812e-05	-0.72873056	-0.6669202
48	-8.808000000000001e-05	-0.7161662400000001	-0.6543367999999999
49	-8.804e-05	-0.6910376	-0.6543367999999999
50	-8.800000000000001e-05	-0.6910376	-0.6543367999999999
51	-8.796e-05	-0.6910376	-0.6417534
52	-8.792000000000001e-05	-0.6910376	-0.6417534
53	-8.788e-05	-0.6910376	-0.6417534
54	-8.784e-05	-0.6910376	-0.62917
55	-8.78e-05	-0.6784732800000001	-0.62917
56	-8.776e-05	-0.66590896	-0.6165866
57	-8.772000000000001e-05	-0.65334464	-0.62917
58	-8.768e-05	-0.65334464	-0.6165866
59	-8.764000000000001e-05	-0.65334464	-0.6165866
60	-8.76e-05	-0.65334464	-0.6040032
61	-8.756000000000001e-05	-0.6407803200000001	-0.6040032
62	-8.752e-05	-0.65334464	-0.6040032
63	-8.748000000000001e-05	-0.6407803200000001	-0.5914197999999999
64	-8.744e-05	-0.6407803200000001	-0.5788364
65	-8.740000000000001e-05	-0.628216	-0.5914197999999999
66	-8.736e-05	-0.61565168	-0.566253
67	-8.732000000000001e-05	-0.628216	-0.566253
68	-8.728e-05	-0.61565168	-0.566253
69	-8.724000000000001e-05	-0.61565168	-0.5536696
70	-8.72e-05	-0.60308736	-0.566253
71	-8.716e-05	-0.60308736	-0.5536696
72	-8.712e-05	-0.60308736	-0.5410862
73	-8.708e-05	-0.59052304	-0.5410862
74	-8.704000000000001e-05	-0.59052304	-0.5410862
75	-8.7e-05	-0.59052304	-0.5410862
76	-8.696000000000001e-05	-0.57795872	-0.5410862
77	-8.692e-05	-0.5653944	-0.5285027999999999
78	-8.688000000000001e-05	-0.55283008	-0.5285027999999999
79	-8.684e-05	-0.55283008	-0.5159194
80	-8.680000000000001e-05	-0.55283008	-0.5159194
81	-8.676e-05	-0.5653944	-0.5159194
82	-8.672000000000001e-05	-0.55283008	-0.503336
83	-8.668e-05	-0.54026576	-0.503336
84	-8.664000000000001e-05	-0.54026576	-0.4907526
85	-8.66e-05	-0.52770144	-0.4781692
86	-8.656000000000001e-05	-0.51513712	-0.4781692
87	-8.652e-05	-0.51513712	-0.4781692
88	-8.648e-05	-0.51513712	-0.4781692
89	-8.644e-05	-0.51513712	-0.4655858
90	-8.64e-05	-0.5025728	-0.4655858
91	-8.636e-05	-0.49000848	-0.45300239999999997
92	-8.632e-05	-0.49000848	-0.45300239999999997
93	-8.628000000000001e-05	-0.49000848	-0.4278356
94	-8.624e-05	-0.49000848	-0.440419
95	-8.620000000000001e-05	-0.47744416	-0.440419
96	-8.616e-05	-0.47744416	-0.440419
97	-8.612000000000001e-05	-0.46487984	-0.4152522
98	-8.608e-05	-0.45231552	-0.4152522
99	-8.604000000000001e-05	-0.45231552	-0.4152522
100	-8.6e-05	-0.46487984	-0.4026688
101	-8.596000000000001e-05	-0.4397512	-0.4026688
102	-8.592e-05	-0.4397512	-0.39008539999999997
103	-8.588000000000001e-05	-0.4397512	-0.39008539999999997
104	-8.584e-05	-0.42718688	-0.39008539999999997
105	-8.58e-05	-0.41462256000000003	-0.39008539999999997
106	-8.576e-05	-0.41462256000000003	-0.377502
107	-8.572000000000001e-05	-0.41462256000000003	-0.377502
108	-8.568e-05	-0.41462256000000003	-0.3523352
109	-8.564e-05	-0.40205824	-0.3523352
110	-8.560000000000001e-05	-0.38949392	-0.3649186
111	-8.556e-05	-0.37692960000000003	-0.3397518
112	-8.552000000000001e-05	-0.38949392	-0.32716839999999997
113	-8.548e-05	-0.38949392	-0.32716839999999997
114	-8.544000000000001e-05	-0.36436528	-0.3397518
115	-8.54e-05	-0.36436528	-0.32716839999999997
116	-8.536000000000001e-05	-0.35180096	-0.32716839999999997
117	-8.532e-05	-0.33923664000000003	-0.314585
118	-8.528000000000001e-05	-0.33923664000000003	-0.314585
119	-8.524e-05	-0.35180096	-0.3020016
120	-8.520000000000001e-05	-0.33923664000000003	-0.2768348
121	-8.516e-05	-0.32667232	-0.2894182
122	-8.512000000000001e-05	-0.32667232	-0.2894182
123	-8.508e-05	-0.32667232	-0.2768348
124	-8.504000000000001e-05	-0.30154368	-0.2768348
125	-8.5e-05	-0.314108	-0.26425139999999997
126	-8.496e-05	-0.30154368	-0.26425139999999997
127	-8.492000000000001e-05	-0.28897936	-0.251668
128	-8.488e-05	-0.30154368	-0.251668
129	-8.484000000000001e-05	-0.28897936	-0.2390846
130	-8.48e-05	-0.27641504	-0.2390846
131	-8.476000000000001e-05	-0.26385072	-0.2390846
132	-8.472e-05	-0.2512864	-0.2390846
133	-8.468000000000001e-05	-0.26385072	-0.2139178
134	-8.464e-05	-0.2512864	-0.22650119999999999
135	-8.460000000000001e-05	-0.2512864	-0.2013344
136	-8.456e-05	-0.22615776	-0.2013344
137	-8.452000000000001e-05	-0.22615776	-0.2013344
138	-8.448e-05	-0.23872208	-0.188751
139	-8.444000000000001e-05	-0.21359344	-0.188751
140	-8.44e-05	-0.21359344	-0.1761676
141	-8.436000000000001e-05	-0.21359344	-0.1761676
142	-8.432e-05	-0.20102912	-0.1761676
143	-8.428e-05	-0.20102912	-0.16358419999999999
144	-8.424e-05	-0.18846480000000002	-0.1510008
145	-8.42e-05	-0.18846480000000002	-0.1510008
146	-8.416000000000001e-05	-0.18846480000000002	-0.1384174
147	-8.412e-05	-0.17590048	-0.125834
148	-8.408000000000001e-05	-0.17590048	-0.125834
149	-8.404e-05	-0.15077184	-0.1384174
150	-8.400000000000001e-05	-0.15077184	-0.11325059999999999
151	-8.396e-05	-0.15077184	-0.11325059999999999
152	-8.392000000000001e-05	-0.15077184	-0.11325059999999999
153	-8.388e-05	-0.15077184	-0.1006672
154	-8.384000000000001e-05	-0.1256432	-0.1006672
155	-8.38e-05	-0.11307888	-0.0880838
156	-8.376000000000001e-05	-0.11307888	-0.0880838
157	-8.372e-05	-0.11307888	-0.0755004
158	-8.368000000000001e-05	-0.11307888	-0.0880838
159	-8.364e-05	-0.11307888	-0.062917
160	-8.36e-05	-0.10051456	-0.062917
161	-8.356e-05	-0.10051456	-0.062917
162	-8.352e-05	-0.07538592	-0.0503336
163	-8.348000000000001e-05	-0.07538592	-0.0377502
164	-8.344e-05	-0.0628216	-0.0377502
165	-8.340000000000001e-05	-0.0628216	-0.0377502
166	-8.336e-05	-0.0628216	-0.0125834
167	-8.332000000000001e-05	-0.05025728	-0.0251668
168	-8.328e-05	-0.05025728	-0.0125834
169	-8.324000000000001e-05	-0.03769296	-0.0125834
170	-8.32e-05	-0.02512864	0.0125834
171	-8.316000000000001e-05	-0.02512864	0.0
172	-8.312e-05	-0.02512864	0.0125834
173	-8.308000000000001e-05	-0.02512864	0.0251668
174	-8.304e-05	-0.01256432	0.0125834
175	-8.300000000000001e-05	0.0	0.0251668
176	-8.296e-05	0.01256432	0.0377502
177	-8.292e-05	0.01256432	0.0503336
178	-8.288e-05	0.02512864	0.0503336
179	-8.284e-05	0.02512864	0.062917
180	-8.280000000000001e-05	0.02512864	0.062917
181	-8.276e-05	0.03769296	0.0755004
182	-8.272000000000001e-05	0.03769296	0.0755004
183	-8.268e-05	0.05025728	0.0755004
184	-8.264000000000001e-05	0.05025728	0.0755004
185	-8.26e-05	0.05025728	0.0880838
186	-8.256000000000001e-05	0.0628216	0.1006672
187	-8.252e-05	0.07538592	0.1006672
188	-8.248000000000001e-05	0.07538592	0.11325059999999999
189	-8.244e-05	0.08795024	0.11325059999999999
190	-8.240000000000001e-05	0.08795024	0.11325059999999999
191	-8.236e-05	0.08795024	0.125834
192	-8.232000000000001e-05	0.11307888	0.1384174
193	-8.228e-05	0.11307888	0.1384174
194	-8.224e-05	0.11307888	0.1384174
195	-8.22e-05	0.11307888	0.16358419999999999
196	-8.216000000000001e-05	0.11307888	0.16358419999999999
197	-8.212e-05	0.13820752	0.16358419999999999
198	-8.208e-05	0.13820752	0.16358419999999999
199	-8.204000000000001e-05	0.13820752	0.1761676
200	-8.2e-05	0.15077184	0.1761676
201	-8.196000000000001e-05	0.15077184	0.188751
202	-8.192e-05	0.16333616	0.2013344
203	-8.188000000000001e-05	0.17590048	0.2013344
204	-8.184e-05	0.17590048	0.2139178
205	-8.180000000000001e-05	0.17590048	0.2139178
206	-8.176e-05	0.18846480000000002	0.2139178
207	-8.172000000000001e-05	0.18846480000000002	0.2139178
208	-8.168e-05	0.20102912	0.22650119999999999
209	-8.164000000000001e-05	0.20102912	0.2390846
210	-8.16e-05	0.21359344	0.2390846
211	-8.156e-05	0.20102912	0.2390846
212	-8.152e-05	0.21359344	0.251668
213	-8.148000000000001e-05	0.23872208	0.26425139999999997
214	-8.144e-05	0.23872208	0.26425139999999997
215	-8.14e-05	0.23872208	0.26425139999999997
216	-8.136000000000001e-05	0.2512864	0.2894182
217	-8.132e-05	0.23872208	0.2768348
218	-8.128000000000001e-05	0.2512864	0.2894182
219	-8.124e-05	0.2512864	0.3020016
220	-8.120000000000001e-05	0.26385072	0.3020016
221	-8.116e-05	0.26385072	0.3020016
222	-8.112000000000001e-05	0.27641504	0.314585
223	-8.108e-05	0.27641504	0.32716839999999997
224	-8.104000000000001e-05	0.28897936	0.314585
225	-8.1e-05	0.28897936	0.3397518
226	-8.096000000000001e-05	0.314108	0.3397518
227	-8.092e-05	0.30154368	0.3397518
228	-8.088e-05	0.314108	0.3523352
229	-8.084e-05	0.314108	0.3523352
230	-8.080000000000001e-05	0.32667232	0.3523352
231	-8.076e-05	0.33923664000000003	0.3649186
232	-8.072e-05	0.32667232	0.3649186
233	-8.068000000000001e-05	0.35180096	0.377502
234	-8.064e-05	0.33923664000000003	0.39008539999999997
235	-8.060000000000001e-05	0.36436528	0.39008539999999997
236	-8.056e-05	0.36436528	0.39008539999999997
237	-8.052000000000001e-05	0.36436528	0.4026688
238	-8.048e-05	0.38949392	0.4152522
239	-8.044000000000001e-05	0.36436528	0.4152522
240	-8.04e-05	0.37692960000000003	0.4152522
241	-8.036000000000001e-05	0.38949392	0.4152522
242	-8.032e-05	0.38949392	0.4278356
243	-8.028000000000001e-05	0.40205824	0.440419
244	-8.024e-05	0.40205824	0.440419
245	-8.02e-05	0.40205824	0.440419
246	-8.016e-05	0.40205824	0.45300239999999997
247	-8.012000000000001e-05	0.42718688	0.45300239999999997
248	-8.008e-05	0.42718688	0.4655858
249	-8.004e-05	0.4397512	0.4655858
250	-8e-05	0.4397512	0.4655858
251	-7.996e-05	0.45231552	0.4781692
252	-7.992000000000001e-05	0.4397512	0.4781692
253	-7.988e-05	0.45231552	0.4907526
254	-7.984000000000001e-05	0.45231552	0.4907526
255	-7.98e-05	0.47744416	0.503336
